 id_paciente |   RUN    | cantidad_dx 
        1705 | 641645-4 |           3
        1707 | 762728-9 |           3
        1709 | 343885-6 |           3
        1710 | 483293-0 |           3
        1712 | 273294-7 |           3
        1713 | 642945-9 |           3
        1714 | 766706-K |           3
        1716 | 628962-2 |           3
        1718 | 369238-8 |           3
        1719 | 668223-5 |           3
        1720 | 480976-9 |           3
        1724 | 368736-8 |           3
        1725 | 638649-0 |           3
        1730 | 310111-8 |           3
        1731 | 335375-3 |           3
        1736 | 739906-5 |           3
        1739 | 689864-5 |           3
        1740 | 609302-7 |           3
        1742 | 150441-K |           3
        1743 | 588652-K |           3
        1747 | 679434-3 |           3
        1750 | 502360-2 |           3
        1752 | 945331-8 |           3
        1754 | 731307-1 |           3
        1755 | 728803-4 |           3
        1756 | 372105-1 |           3
        1757 | 565231-6 |           3
        1758 | 564990-0 |           3
        1759 | 619514-8 |           3
        1761 | 357611-6 |           3
        1762 | 982438-3 |           3
        1769 | 201765-2 |           3
        1770 | 540278-6 |           3
        1771 | 148376-5 |           3
        1772 | 901017-3 |           3
        1773 | 363144-3 |           3
        1775 | 373440-4 |           3
        1778 | 931860-7 |           3
        1782 | 681548-0 |           3
        1783 | 390990-5 |           3
        1784 | 400818-9 |           3
        1785 | 158762-5 |           3
        1786 | 872601-9 |           3
        1787 | 704051-2 |           3
        1789 | 160706-5 |           3
        1797 | 364799-4 |           3
        1798 | 220821-0 |           3
        1802 | 207712-4 |           3
        1804 | 769470-9 |           3
        1806 | 977264-2 |           3
        1808 | 765192-9 |           3
        1811 | 127265-9 |           3
        1812 | 478513-4 |           3
        1814 | 176886-7 |           3
        1816 | 771081-K |           3
        1817 | 367792-3 |           3
        1818 | 912506-K |           3
        1819 | 136493-6 |           3
        1821 | 798541-K |           3
        1822 | 886919-7 |           3
        1823 | 714540-3 |           3
        1827 | 351555-9 |           3
        1829 | 618474-K |           3
        1831 | 685162-2 |           3
        1832 | 576990-6 |           3
        1833 | 381196-4 |           3
        1834 | 367125-9 |           3
        1835 | 733146-0 |           3
        1839 | 487262-2 |           3
        1840 | 711099-5 |           3
        1841 | 780986-7 |           3
        1842 | 662421-9 |           3
        1845 | 680770-4 |           3
        1846 | 396261-K |           3
        1848 | 845406-K |           3
        1850 | 434035-3 |           3
        1853 | 988341-K |           3
        1857 | 815846-0 |           3
        1860 | 624534-K |           3
        1863 | 857839-7 |           3
        1867 | 499951-7 |           3
        1868 | 459532-7 |           3
        1870 | 214208-2 |           3
        1872 | 855342-4 |           3
        1873 | 889355-1 |           3
        1878 | 107803-8 |           3
        1879 | 727194-8 |           3
        1880 | 875261-3 |           3
        1885 | 642829-0 |           3
        1886 | 318959-7 |           3
        1887 | 266398-8 |           3
        1889 | 174581-6 |           3
        1893 | 907972-6 |           3
        1896 | 843577-4 |           3
        1898 | 302155-6 |           3
        1899 | 588687-2 |           3
        1900 | 154721-6 |           3
        1904 | 429316-9 |           3
        1906 | 909411-3 |           3
        1907 | 967798-4 |           3
        1909 | 648074-8 |           3
        1911 | 577426-8 |           3
        1914 | 103614-9 |           3
        1915 | 324304-4 |           3
        1917 | 193035-4 |           3
        1920 | 954265-5 |           3
        1922 | 492684-6 |           3
        1923 | 119448-8 |           3
        1928 | 742890-1 |           3
        1929 | 547345-4 |           3
        1930 | 987164-0 |           3
        1933 | 356188-7 |           3
        1935 | 821799-8 |           3
        1936 | 652328-5 |           3
        1937 | 578921-4 |           3
        1942 | 247333-K |           3
        1943 | 591364-0 |           3
        1947 | 209465-7 |           3
        1949 | 511557-4 |           3
        1951 | 881464-3 |           3
        1952 | 293796-4 |           3
        1953 | 591806-5 |           3
        1954 | 786506-6 |           3
        1956 | 783907-3 |           3
        1959 | 745409-0 |           3
        1961 | 873553-0 |           3
        1963 | 650859-6 |           3
        1964 | 740594-4 |           3
        1965 | 729348-8 |           3
        1967 | 814213-0 |           3
        1970 | 795190-6 |           3
        1976 | 281713-6 |           3
        1978 | 947381-5 |           3
        1980 | 741818-3 |           3
        1981 | 596664-7 |           3
        1982 | 811290-8 |           3
        1983 | 991782-9 |           3
        1984 | 711960-7 |           3
        1985 | 281391-2 |           3
        1986 | 593969-0 |           3
        1988 | 617056-0 |           3
        1989 | 829857-2 |           3
        1990 | 144156-6 |           3
        1995 | 429679-6 |           3
        1997 | 542793-2 |           3
        1998 | 277448-8 |           3
        2002 | 442390-9 |           3
        2003 | 946261-9 |           3
        2005 | 746071-6 |           3
        2007 | 977641-9 |           3
        2008 | 268079-3 |           3
        2009 | 963567-K |           3
        2012 | 739656-2 |           3
        2015 | 710337-9 |           3
        2017 | 606491-4 |           3
        2021 | 511485-3 |           3
        2023 | 272178-3 |           3
        2025 | 631153-9 |           3
        2026 | 996665-K |           3
        2029 | 109073-9 |           3
        2033 | 666753-8 |           3
        2034 | 201646-K |           3
        2038 | 152557-3 |           3
        2042 | 837334-5 |           3
        2043 | 692098-5 |           3
        2046 | 361849-8 |           3
        2047 | 809492-6 |           3
        2050 | 705002-K |           3
        2056 | 431455-7 |           3
        2057 | 279383-0 |           3
        2058 | 731080-3 |           3
        2061 | 522090-4 |           3
        2063 | 267588-9 |           3
        2067 | 801325-K |           3
        2069 | 813865-6 |           3
        2073 | 199280-5 |           3
        2074 | 899635-0 |           3
        2077 | 676336-7 |           3
        2078 | 639257-1 |           3
        2080 | 145423-4 |           3
        2083 | 577391-1 |           3
        2084 | 120153-0 |           3
        2085 | 308037-4 |           3
        2087 | 515193-7 |           3
        2090 | 320753-6 |           3
        2091 | 187981-2 |           3
        2092 | 973795-2 |           3
        2094 | 955457-2 |           3
        2095 | 429159-K |           3
        2096 | 355832-0 |           3
        2097 | 155509-K |           3
        2100 | 490921-6 |           3
        2103 | 124854-5 |           3
        2106 | 398345-5 |           3
        2107 | 979440-9 |           3
        2108 | 391373-2 |           3
        2110 | 692454-9 |           3
        2111 | 556941-9 |           3
        2112 | 468797-3 |           3
        2114 | 209066-K |           3
        2115 | 360381-4 |           3
        2116 | 541161-0 |           3
        2117 | 336444-5 |           3
        2119 | 477302-0 |           3
        2122 | 711726-4 |           3
        2123 | 520967-6 |           3
        2128 | 727675-3 |           3
        2129 | 738064-K |           3
        2130 | 669122-6 |           3
        2132 | 996517-3 |           3
        2133 | 951926-2 |           3
        2134 | 354145-2 |           3
        2135 | 874934-5 |           3
        2136 | 781085-7 |           3
        2137 | 604439-5 |           3
        2138 | 580582-1 |           3
        2141 | 834228-8 |           3
        2142 | 620377-9 |           3
        2143 | 675056-7 |           3
        2145 | 781924-2 |           3
        2146 | 178782-9 |           3
        2149 | 382530-2 |           3
        2150 | 120719-9 |           3
        2151 | 677338-9 |           3
        2155 | 608269-6 |           3
        2156 | 298616-7 |           3
        2157 | 710907-5 |           3
        2160 | 863541-2 |           3
        2161 | 451177-8 |           3
        2162 | 499342-K |           3
        2166 | 418311-8 |           3
        2167 | 238374-8 |           3
        2168 | 281992-9 |           3
        2170 | 936025-5 |           3
        2172 | 578572-3 |           3
        2175 | 136337-9 |           3
        2176 | 710920-2 |           3
        2178 | 343646-2 |           3
        2179 | 313935-2 |           3
        2180 | 351524-9 |           3
        2181 | 326654-0 |           3
        2184 | 555143-9 |           3
        2185 | 557252-5 |           3
        2187 | 600888-7 |           3
        2188 | 220808-3 |           3
        2190 | 509412-7 |           3
        2198 | 343690-K |           3
        2199 | 643847-4 |           3
        2202 | 690276-6 |           3
        2203 | 155726-2 |           3
        2206 | 269526-K |           3
        2207 | 493158-0 |           3
        2208 | 574737-6 |           3
        2209 | 508013-4 |           3
        2211 | 592291-7 |           3
        2215 | 995140-7 |           3
        2216 | 948631-3 |           3
        2218 | 611018-5 |           3
        2219 | 658760-7 |           3
        2220 | 715970-6 |           3
        2221 | 767815-0 |           3
        2224 | 551232-8 |           3
        2227 | 995672-7 |           3
        2229 | 386319-0 |           3
        2230 | 826884-3 |           3
        2233 | 855357-2 |           3
        2234 | 646037-2 |           3
        2236 | 456273-9 |           3
        2237 | 599383-0 |           3
        2238 | 864117-K |           3
        2240 | 908056-2 |           3
        2242 | 245172-7 |           3
        2243 | 670647-9 |           3
        2244 | 588525-6 |           3
        2245 | 537909-1 |           3
        2247 | 862548-4 |           3
        2250 | 884986-2 |           3
        2254 | 335936-0 |           3
        2255 | 682140-5 |           3
        2257 | 749242-1 |           3
        2262 | 513118-9 |           3
        2263 | 108317-1 |           3
        2264 | 414648-4 |           3
        2265 | 502715-2 |           3
        2269 | 351239-8 |           3
        2270 | 653146-6 |           3
        2271 | 111285-6 |           3
        2275 | 992624-0 |           3
        2280 | 838518-1 |           3
        2282 | 269071-3 |           3
        2284 | 577783-6 |           3
        2287 | 670349-6 |           3
        2289 | 847822-8 |           3
        2291 | 770653-7 |           3
        2292 | 812499-K |           3
        2294 | 235751-8 |           3
        2295 | 564448-8 |           3
        2296 | 923241-9 |           3
        2297 | 289835-7 |           3
        2298 | 160433-3 |           3
        2299 | 300681-6 |           3
        2301 | 172728-1 |           3
        2303 | 873680-4 |           3
        2305 | 376588-1 |           3
        2306 | 992933-9 |           3
        2310 | 396285-7 |           3
        2311 | 421352-1 |           3
        2314 | 195139-4 |           3
        2315 | 354356-0 |           3
        2316 | 949333-6 |           3
        2317 | 880982-8 |           3
        2319 | 926921-5 |           3
        2320 | 644304-4 |           3
        2324 | 821790-4 |           3
        2325 | 219717-0 |           3
        2326 | 920233-1 |           3
        2327 | 124839-1 |           3
        2329 | 723508-9 |           3
        2331 | 209522-K |           3
        2332 | 621580-7 |           3
        2336 | 868560-6 |           3
        2337 | 996775-3 |           3
        2342 | 344930-0 |           3
        2343 | 703265-K |           3
        2344 | 466721-2 |           3
        2347 | 299644-8 |           3
        2348 | 594482-1 |           3
        2349 | 188258-9 |           3
        2352 | 466773-5 |           3
        2353 | 788489-3 |           3
        2359 | 120354-1 |           3
        2361 | 333448-1 |           3
        2364 | 904046-3 |           3
        2365 | 775307-1 |           3
        2368 | 775288-1 |           3
        2369 | 484198-0 |           3
        2370 | 362287-8 |           3
        2372 | 264381-2 |           3
        2373 | 394147-7 |           3
        2378 | 676755-9 |           3
        2380 | 857219-4 |           3
        2381 | 962347-7 |           3
        2386 | 477098-6 |           3
        2387 | 475186-8 |           3
        2388 | 265765-1 |           3
        2390 | 341690-9 |           3
        2393 | 433626-7 |           3
        2394 | 108339-2 |           3
        2395 | 849811-3 |           3
        2397 | 988889-6 |           3
        2401 | 364871-0 |           3
        2402 | 203993-1 |           3
        2403 | 734864-9 |           3
        2406 | 928187-8 |           3
        2407 | 635452-1 |           3
        2408 | 475907-9 |           3
        2409 | 231778-8 |           3
        2412 | 501304-6 |           3
        2414 | 123922-8 |           3
        2415 | 648450-6 |           3
        2417 | 934880-8 |           3
        2418 | 165836-0 |           3
        2420 | 117418-5 |           3
        2423 | 756302-7 |           3
        2424 | 785567-2 |           3
        2425 | 945761-5 |           3
        2429 | 132876-K |           3
        2431 | 600695-7 |           3
        2433 | 548782-K |           3
        2434 | 650198-2 |           3
        2438 | 736213-7 |           3
        2439 | 153376-2 |           3
        2440 | 698050-3 |           3
        2442 | 233007-5 |           3
        2443 | 746716-8 |           3
        2446 | 299731-2 |           3
        2447 | 550838-K |           3
        2451 | 947337-8 |           3
        2457 | 662856-7 |           3
        2461 | 693568-0 |           3
        2466 | 586972-2 |           3
        2468 | 255739-8 |           3
        2469 | 651091-4 |           3
        2470 | 631763-4 |           3
        2471 | 202253-2 |           3
        2473 | 414205-5 |           3
        2479 | 643780-K |           3
        2483 | 680706-2 |           3
        2486 | 717259-1 |           3
        2487 | 338937-5 |           3
        2488 | 362666-0 |           3
        2490 | 399543-7 |           3
        2491 | 804427-9 |           3
        2492 | 592043-4 |           3
        2493 | 256796-2 |           3
        2496 | 896886-1 |           3
        2497 | 504774-9 |           3
        2498 | 726512-3 |           3
        2499 | 115752-3 |           3
        2500 | 389773-7 |           3
        2501 | 499914-2 |           3
        2502 | 174829-7 |           3
        2504 | 419870-0 |           3
        2505 | 846285-2 |           3
        2508 | 618022-1 |           3
        2510 | 130599-9 |           3
        2511 | 368233-1 |           3
        2514 | 367019-8 |           3
        2517 | 113232-6 |           3
        2518 | 791127-0 |           3
        2521 | 954142-K |           3
        2522 | 121172-2 |           3
        2524 | 502024-7 |           3
        2527 | 580984-3 |           3
        2533 | 590109-K |           3
        2534 | 222221-3 |           3
        2535 | 977220-0 |           3
        2538 | 990474-3 |           3
        2539 | 620755-3 |           3
        2541 | 241439-2 |           3
        2542 | 837678-6 |           3
        2547 | 872807-0 |           3
        2557 | 337758-K |           3
        2558 | 123746-2 |           3
        2560 | 628964-9 |           3
        2566 | 609187-3 |           3
        2567 | 216936-3 |           3
        2568 | 587352-5 |           3
        2569 | 546911-2 |           3
        2570 | 195381-8 |           3
        2571 | 989022-K |           3
        2572 | 942832-1 |           3
        2573 | 833430-7 |           3
        2575 | 335141-6 |           3
        2577 | 173482-2 |           3
        2579 | 953673-6 |           3
        2581 | 394307-0 |           3
        2582 | 113456-6 |           3
        2589 | 558287-3 |           3
        2590 | 787610-6 |           3
        2591 | 222506-9 |           3
        2594 | 309139-2 |           3
        2595 | 886681-3 |           3
        2597 | 390520-9 |           3
        2599 | 162695-7 |           3
        2601 | 436446-5 |           3
        2604 | 432276-2 |           3
        2606 | 303068-7 |           3
        2609 | 278048-8 |           3
        2610 | 192093-6 |           3
        2613 | 627462-5 |           3
        2614 | 201122-0 |           3
        2615 | 962581-K |           3
        2616 | 865240-6 |           3
        2624 | 517399-K |           3
        2626 | 441736-4 |           3
        2627 | 524286-K |           3
        2628 | 557228-2 |           3
        2629 | 250709-9 |           3
        2631 | 479419-2 |           3
        2634 | 395297-5 |           3
        2635 | 646619-2 |           3
        2637 | 667554-9 |           3
        2638 | 206504-5 |           3
        2640 | 182549-6 |           3
        2641 | 973672-7 |           3
        2644 | 899004-2 |           3
        2646 | 239186-4 |           3
        2651 | 737481-K |           3
        2653 | 548660-2 |           3
        2654 | 465020-4 |           3
        2656 | 967166-8 |           3
        2657 | 505902-K |           3
        2660 | 542145-4 |           3
        2661 | 413681-0 |           3
        2664 | 644863-1 |           3
        2667 | 118119-K |           3
        2668 | 425192-K |           3
        2670 | 324999-9 |           3
        2671 | 358630-8 |           3
        2672 | 309608-4 |           3
        2673 | 935750-5 |           3
        2674 | 988526-9 |           3
        2675 | 657149-2 |           3
        2676 | 134327-0 |           3
        2682 | 933678-8 |           3
        2683 | 134462-5 |           3
        2686 | 452909-K |           3
        2687 | 555959-6 |           3
        2689 | 616210-K |           3
        2690 | 418101-8 |           3
        2691 | 750329-6 |           3
        2692 | 408113-7 |           3
        2694 | 559971-7 |           3
        2696 | 156837-K |           3
        2698 | 942542-K |           3
        2701 | 495510-2 |           3
        2705 | 509391-0 |           3
        2708 | 355092-3 |           3
        2709 | 641283-1 |           3
        2711 | 847354-4 |           3
        2714 | 997539-K |           3
        2716 | 738960-4 |           3
        2718 | 921276-0 |           3
        2719 | 494125-K |           3
        2720 | 602443-2 |           3
        2721 | 370730-K |           3
        2725 | 550371-K |           3
        2726 | 988271-5 |           3
        2728 | 444735-2 |           3
        2729 | 754950-4 |           3
        2731 | 635588-9 |           3
        2738 | 549457-5 |           3
        2739 | 644494-6 |           3
        2740 | 363106-0 |           3
        2744 | 326463-7 |           3
        2745 | 889030-7 |           3
        2748 | 210677-9 |           3
        2750 | 951830-4 |           3
        2753 | 371676-7 |           3
        2757 | 132892-1 |           3
        2759 | 641635-7 |           3
        2760 | 581165-1 |           3
        2761 | 747823-2 |           3
        2763 | 878966-5 |           3
        2765 | 560020-0 |           3
        2766 | 208400-7 |           3
        2767 | 457016-2 |           3
        2770 | 936343-2 |           3
        2771 | 745457-0 |           3
        2772 | 252947-5 |           3
        2775 | 717216-8 |           3
        2776 | 660470-6 |           3
        2784 | 738110-7 |           3
        2786 | 896536-6 |           3
        2787 | 793241-3 |           3
        2788 | 448636-6 |           3
        2789 | 440206-5 |           3
        2790 | 242147-K |           3
        2791 | 493335-4 |           3
        2793 | 217029-9 |           3
        2796 | 314551-4 |           3
        2799 | 441637-6 |           3
        2800 | 560008-1 |           3
        2801 | 443256-8 |           3
        2805 | 598373-8 |           3
        2806 | 982106-6 |           3
        2808 | 568061-1 |           3
        2809 | 665079-1 |           3
        2811 | 359429-7 |           3
        2813 | 480033-8 |           3
        2815 | 105278-0 |           3
        2816 | 719534-6 |           3
        2819 | 785591-5 |           3
        2820 | 502524-9 |           3
        2821 | 376516-4 |           3
        2823 | 911970-1 |           3
        2824 | 545852-8 |           3
        2826 | 446213-0 |           3
        2828 | 662006-K |           3
        2829 | 928205-K |           3
        2832 | 757081-3 |           3
        2835 | 390066-5 |           3
        2836 | 174067-9 |           3
        2837 | 521140-9 |           3
        2839 | 971324-7 |           3
        2845 | 736703-1 |           3
        2846 | 280104-3 |           3
        2848 | 685677-2 |           3
        2849 | 139960-8 |           3
        2850 | 452931-6 |           3
        2852 | 737627-8 |           3
        2858 | 559077-9 |           3
        2863 | 966786-5 |           3
        2867 | 245373-8 |           3
        2868 | 843814-5 |           3
        2870 | 108619-7 |           3
        2871 | 249352-7 |           3
        2872 | 172329-4 |           3
        2873 | 319090-0 |           3
        2875 | 399074-5 |           3
        2876 | 514508-2 |           3
        2877 | 625665-1 |           3
        2878 | 712093-1 |           3
        2880 | 145242-8 |           3
        2881 | 830907-8 |           3
        2882 | 163265-5 |           3
        2883 | 565535-8 |           3
        2884 | 727253-7 |           3
        2888 | 241224-1 |           3
        2889 | 386472-3 |           3
        2891 | 116327-2 |           3
        2895 | 222735-5 |           3
        2897 | 184239-0 |           3
        2899 | 735750-8 |           3
        2904 | 392599-4 |           3
        2906 | 803794-9 |           3
(1567 rows)

